Rank,Time,Name,Country,Date of Birth,Place,City,Date,Gender,Event
2355,2:34:29,Yukie Akiyama,JPN,08 APR 1969,15,Osaka (JPN),26 JAN 1992,Women,Marathon
2355,2:34:29,Allison Roe,NZL,30 MAY 1956,3,"Eugene, OR (USA)",07 SEP 1980,Women,Marathon
2355,2:34:29,Brendah Kebeya,KEN,16 FEB 1992,9,Hannover (GER),07 APR 2019,Women,Marathon
2360,2:11:37,Abdelhak Zakaria,BRN,20 JUL 1974,2,Düsseldorf (GER),04 MAY 2008,Men,Marathon
2360,2:11:37,Yuya Yamashita,JPN,23 DEC 1991,5,Nobeoka (JPN),11 FEB 2024,Men,Marathon
2360,2:11:37,Aiduna Aitnafa,NED,28 OCT 1974,1,Eindhoven (NED),09 OCT 1994,Men,Marathon
2360,2:11:37,Penwell Osoro,KEN,29 DEC 1972,3,Köln (GER),06 OCT 2002,Men,Marathon
2360,2:11:37,Tsutomu Hiroyama,JPN,12 OCT 1966,2,Fukuoka (JPN),02 DEC 1990,Men,Marathon
2360,2:11:37,Dagim Getnet,ETH,12 JUN 1983,5,Zürich (SUI),26 APR 2009,Men,Marathon
2360,2:11:37,Debele Belda,ETH,12 NOV 1984,7,Castellón (ESP),16 FEB 2020,Men,Marathon
2360,2:11:37,Abel Chebet,UGA,09 SEP 1993,4,Praha (CZE),05 MAY 2024,Men,Marathon
2360,2:11:37,Embay Goitom,ETH,,6,Madrid (ESP),28 APR 2024,Men,Marathon
2360,2:11:37,Mikael Ekvall,SWE,18 JUN 1989,32,Sevilla (ESP),23 FEB 2020,Men,Marathon
2363,2:34:30,Hua Yang,CHN,08 JAN 1994,5,Chongqing (CHN),19 MAR 2023,Women,Marathon
2363,2:34:30,Tubay Erdal,TUR,01 OCT 1995,1,Sofia (BUL),10 OCT 2021,Women,Marathon
2365,2:34:31,Olga Michurina,RUS,13 FEB 1966,9,San Sebastián (ESP),31 OCT 1993,Women,Marathon
2366,2:34:32,Biratu Legese,ETH,30 DEC 1988,3,Madrid (ESP),26 APR 2015,Women,Marathon
2367,2:34:33,Rachel Mcguinness,GBR,15 FEB 1989,31,Valencia (ESP),04 DEC 2022,Women,Marathon
2367,2:34:33,Li-Bin Li,CHN,,19,Tianjin (CHN),04 APR 1993,Women,Marathon
2367,2:34:33,Ai Ikemoto,JPN,07 FEB 1995,20,Nagoya (JPN),14 MAR 2021,Women,Marathon
2370,2:11:38,Paul Gompers,USA,04 FEB 1964,2,St. Paul (USA),11 OCT 1987,Men,Marathon
2370,2:11:38,Ross Millington,GBR,19 SEP 1989,2,Manchester (GBR),03 APR 2022,Men,Marathon
2370,2:11:38,Ken-Ichi Kawakubo,JPN,27 AUG 1970,2,Hofu (JPN),13 DEC 1998,Men,Marathon
2370,2:34:34,Jekaterina Patjuk,EST,06 APR 1983,28,Valencia (ESP),06 DEC 2020,Women,Marathon
2370,2:34:34,Janine Aiello,USA,28 JAN 1959,1,"San Diego, CA (USA)",13 DEC 1986,Women,Marathon
2370,2:11:38,Won-Tak Kim,KOR,21 JUL 1964,1,Seoul (KOR),18 MAR 1990,Men,Marathon
2370,2:11:38,Brendan Gregg,USA,15 MAY 1989,16,"Chicago, IL (USA)",13 OCT 2019,Men,Marathon
2370,2:11:38,Reid Buchanan,USA,03 FEB 1993,13,"Chandler, AZ (USA)",20 DEC 2020,Men,Marathon
2370,2:11:38,Ricardo Rosado,ESP,21 JUL 1988,44,Valencia (ESP),06 DEC 2020,Men,Marathon
2370,2:11:38,Jonathan Kipkosgei Kibet,KEN,1982,2,Sevilla (ESP),24 FEB 2008,Men,Marathon
2370,2:11:38,Wilson Kibet,KEN,18 FEB 1972,1,Enschede (NED),25 MAY 2003,Men,Marathon
2370,2:11:38,Uladzimir Tziamchyk,BLR,14 DEC 1973,4,Eindhoven (NED),13 OCT 2002,Men,Marathon
2372,2:34:35,Riu-Xia Zhu,CHN,16 AUG 1971,20,Tianjin (CHN),04 APR 1993,Women,Marathon
2372,2:34:35,Galina Zhulyeva,UKR,05 MAR 1966,3,Barcelona (ESP),18 MAR 2000,Women,Marathon
2372,2:34:35,Mio Kiuchi,JPN,20 NOV 1978,13,Tokyo (JPN),18 NOV 2001,Women,Marathon
2372,2:34:35,Melanie Panayiotou,AUS,21 JUL 1984,5,Rotterdam (NED),12 APR 2015,Women,Marathon
2372,2:34:35,Kelsey Ponton,USA,,14,"Houston, TX (USA)",16 JAN 2022,Women,Marathon
2372,2:34:35,Alison Blake,GBR,09 JUN 1948,1,Bedford (GBR),24 OCT 1982,Women,Marathon
2378,2:34:36,Luzia Sahli,SUI,27 MAY 1956,1,Zürich (SUI),24 APR 1988,Women,Marathon
2378,2:34:36,Guohong Xiao,CHN,15 NOV 1975,3,Dalian (CHN),31 OCT 1999,Women,Marathon
2378,2:34:36,Dagmar Rabensteiner,AUT,15 JUN 1963,10,Berlin (GER),28 SEP 2003,Women,Marathon
2378,2:34:36,Mckale Davis,USA,1984,22,"Chandler, AZ (USA)",20 DEC 2020,Women,Marathon
2380,2:11:39,Kenichiro Takeuchi,JPN,12 FEB 1964,2,Oita (JPN),06 FEB 1994,Men,Marathon
2380,2:11:39,Vincenzo Massimo Modica,ITA,02 MAR 1971,3,Venezia (ITA),27 OCT 1996,Men,Marathon
2380,2:11:39,Katera Feyisa Tusse,ETH,22 JAN 1983,1,"Houston, TX (USA)",14 JAN 2007,Men,Marathon
2380,2:11:39,Tomohiro Tanigawa,JPN,04 MAR 1989,2,Nagano (JPN),19 APR 2015,Men,Marathon
2380,2:11:39,James Barmasai,KEN,07 APR 1984,2,Münster (GER),09 SEP 2018,Men,Marathon
2380,2:11:39,Callan Moody,NZL,25 MAR 1988,2,Pulford (GBR),25 APR 2021,Men,Marathon
2380,2:11:39,Necho Tayachew,ISR,20 NOV 1996,37,Sevilla (ESP),19 FEB 2023,Men,Marathon
2380,2:11:39,Nicholas Kioko,KEN,09 AUG 1971,6,"Houston, TX (USA)",21 JAN 1996,Men,Marathon
2380,2:11:39,Johannes Mabitle,RSA,15 SEP 1967,9,London (GBR),02 APR 1995,Men,Marathon
2380,2:11:39,Shun Sato,JPN,05 JAN 1988,14,Tokyo (JPN),22 FEB 2015,Men,Marathon
2380,2:11:39,August Mbusuyo Kavutu,KEN,1977,5,Dubai (UAE),06 JAN 2005,Men,Marathon
2380,2:11:39,Yuriy Abramov,RUS,09 DEC 1976,1,Moskva (RUS),03 MAY 2010,Men,Marathon
2382,2:34:37,Helen Moros,NZL,02 NOV 1967,4,"Chicago, IL (USA)",28 OCT 1990,Women,Marathon
2382,2:34:37,Tigist Shetu,ETH,1987,3,Łódź (POL),23 APR 2017,Women,Marathon
2382,2:34:37,Marzanna Helbik,POL,11 SEP 1961,2,"Austin, TX (USA)",20 FEB 2000,Women,Marathon
2382,2:34:37,Jang Chol Ok,PRK,03 APR 1978,5,Pyongyang (PRK),10 APR 2005,Women,Marathon
2382,2:34:37,Tomoe Yokoyama,JPN,09 AUG 1976,13,Nagoya (JPN),12 MAR 2000,Women,Marathon
2387,2:34:38,Elinor Kirk,GBR,26 APR 1989,22,Valencia (ESP),01 DEC 2019,Women,Marathon
2387,2:34:38,Lauren Totten,USA,12 JUL 1990,9,"Chicago, IL (USA)",12 OCT 2014,Women,Marathon
2387,2:34:38,Kaori Yamauchi,JPN,02 MAY 1976,13,Osaka (JPN),30 JAN 2000,Women,Marathon
2387,2:34:38,Yoshiko Hidaka,JPN,30 DEC 1965,8,Osaka (JPN),31 JAN 1988,Women,Marathon
2387,2:34:38,Caroline Tuigong,KEN,12 MAR 1990,4,Zheng-Kai (CHN),31 MAR 2024,Women,Marathon
2392,2:11:40,Yoshiki Otsuka,JPN,04 DEC 1986,11,Fukuoka (JPN),07 DEC 2014,Men,Marathon
2392,2:11:40,Choe-Chang Sob,PRK,18 JUL 1955,5,Fukuoka (JPN),02 DEC 1979,Men,Marathon
2392,2:11:40,Øyvind Dahl,NOR,12 MAY 1951,2,Karl Marx Stadt (GDR),03 MAY 1980,Men,Marathon
2392,2:11:40,Steve Kenyon,GBR,16 SEP 1951,1,Gateshead (GBR),13 JUN 1982,Men,Marathon
2392,2:34:39,Aster Tesfaye,BRN,27 OCT 1990,5,Mungyeong (KOR),11 OCT 2015,Women,Marathon
2392,2:11:40,Joao Baptista N'Tyamba,ANG,20 MAR 1968,10,Berlin (GER),30 SEP 2001,Men,Marathon
2392,2:11:40,Bertrand Itsweire,FRA,30 AUG 1965,6,Milano (ITA),16 APR 1989,Men,Marathon
2392,2:11:40,Jacob Thomson,USA,29 NOV 1994,6,Gold Coast (AUS),02 JUL 2023,Men,Marathon
2392,2:34:39,Marijke De Visser,NED,15 JAN 1993,33,Valencia (ESP),04 DEC 2022,Women,Marathon
2392,2:34:39,Mitsuko Ino,JPN,03 MAR 1983,2,Osaka (JPN),26 NOV 2017,Women,Marathon
2392,2:34:39,Ji-Eun Kim,KOR,09 AUG 1983,1,Chuncheon (KOR),23 OCT 2016,Women,Marathon
2392,2:11:40,Waldemar Glinka,POL,09 JAN 1968,1,Hofu (JPN),17 DEC 2000,Men,Marathon
2392,2:11:40,Rod Dehaven,USA,21 SEP 1966,6,"Chicago, IL (USA)",07 OCT 2001,Men,Marathon
2392,2:34:39,Nolene Conrad,RSA,26 JUL 1985,8,Cape Town (RSA),23 SEP 2018,Women,Marathon
2397,2:34:40,Emebet Abosa,ETH,12 SEP 1974,1,Lausanne (SUI),26 OCT 2003,Women,Marathon
2397,2:34:40,Sakie Arai,JPN,23 JUN 1994,19,Osaka (JPN),29 JAN 2017,Women,Marathon
2397,2:34:40,Antonina Andronaki,MDA,06 NOV 1959,1,St. Dizier (FRA),18 SEP 1994,Women,Marathon
2400,2:34:41,Raisa Sadreydinova,URS,09 MAY 1950,1,Košice (TCH),02 OCT 1983,Women,Marathon
2400,2:34:41,Fabiola William John,TAN,26 DEC 1984,2,Edinburgh (GBR),12 JUN 2005,Women,Marathon
2400,2:34:41,Tabitha Kibet,KEN,1985,1,Rio de Janeiro (BRA),08 JUL 2012,Women,Marathon
2400,2:34:41,Ko-Eun Youm,KOR,18 OCT 1994,5,Daegu (KOR),05 APR 2015,Women,Marathon
2400,2:34:41,Pauline Njeri Kahenya,KEN,28 JUL 1985,3,Riga (LAT),20 MAY 2018,Women,Marathon
2400,2:34:41,Susana Francisco,POR,10 MAY 1991,26,Sevilla (ESP),20 FEB 2022,Women,Marathon
2401,2:11:41,Al Mustapha Riyadh,BRN,05 AUG 1975,3,Düsseldorf (GER),04 MAY 2008,Men,Marathon
2401,2:11:41,Takeshi Nishida,JPN,10 APR 1998,6,Nobeoka (JPN),11 FEB 2024,Men,Marathon
2401,2:11:41,Ken-Ichi Kita,JPN,25 DEC 1978,2,Nobeoka (JPN),19 FEB 2006,Men,Marathon
2401,2:11:41,Hillary Kipkoech Bett,KEN,24 JUL 1990,2,Hefei (CHN),11 NOV 2018,Men,Marathon
2401,2:11:41,Cor Vriend,NED,08 NOV 1949,1,Maassluis (NED),07 APR 1984,Men,Marathon
2401,2:11:41,Yaseen Abdalla,SUD,13 AUG 2001,33,"Stade de France, Paris (FRA)",10 AUG 2024,Men,Marathon
2401,2:11:41,Petko Stefanov,BUL,19 JAN 1972,1,Podgorica (SCG),05 OCT 1997,Men,Marathon
2401,2:11:41,Girma Urge,ETH,1965,3,Oita (JPN),06 FEB 1994,Men,Marathon
2401,2:11:41,Jiangmin Dong,CHN,20 JAN 1973,3,Beijing (CHN),20 OCT 1996,Men,Marathon
2406,2:34:42,Elena Fetizon,FRA,04 MAR 1975,8,Paris (FRA),10 APR 2005,Women,Marathon
2406,2:34:42,Eri Matsubara,JPN,03 SEP 1975,1,Ageo (JPN),01 FEB 1998,Women,Marathon
2406,2:34:42,Debbie Kilpatrick-Morris,USA,09 SEP 1963,1,"Columbia, SC (USA)",11 FEB 1995,Women,Marathon
2406,2:34:42,Oksana Kuzmicheva,RUS,20 OCT 1972,3,Reims (FRA),21 OCT 2007,Women,Marathon
2406,2:34:42,Divina Jepkosgei,KEN,1984,1,See Genezareth (ISR),10 JAN 2014,Women,Marathon
2406,2:34:42,Hyvon Ngetich,KEN,12 MAY 1985,1,Santiago de Chile (CHI),03 APR 2011,Women,Marathon
2410,2:11:42,George Onwonga Okworo,KEN,12 MAY 1979,2,Bruxelles (BEL),10 OCT 2004,Men,Marathon
2410,2:11:42,Andrew Letherby,AUS,19 SEP 1973,8,Berlin (GER),25 SEP 2005,Men,Marathon
2410,2:11:42,Onesphore Nzikwinkunda,BDI,10 JUN 1997,4,Zürich (SUI),10 APR 2022,Men,Marathon
2410,2:11:42,Johann Dreyer,RSA,11 NOV 1958,1,Kuils River (RSA),02 JUL 1983,Men,Marathon
2410,2:11:42,Cidalio Caetano,POR,22 JAN 1952,3,Frankfurt (GER),13 MAY 1984,Men,Marathon
2410,2:11:42,Andrzej Krzyścin,POL,16 AUG 1967,2,"Austin, TX (USA)",18 FEB 2001,Men,Marathon
2410,2:11:42,Procopio Franco Hernández,MEX,08 JUL 1970,2,Torreón (MEX),07 MAR 2004,Men,Marathon
2410,2:11:42,Daisuke Isomatsu,JPN,17 DEC 1973,13,Fukuoka (JPN),07 DEC 2003,Men,Marathon
2410,2:11:42,Nagu Habtamu,ETH,28 JUN 1999,9,Castellón (ESP),27 FEB 2022,Men,Marathon
2410,2:11:42,Isaac Kibet,UGA,05 MAY 1996,9,Milano (ITA),07 APR 2024,Men,Marathon
2410,2:11:42,Demeke Kasaw,ETH,14 MAR 1998,1,Taipei City (TPE),19 DEC 2021,Men,Marathon
2410,2:11:42,Geofrey Kiboi,KEN,,5,Hannover (GER),26 MAR 2023,Men,Marathon
2410,2:11:42,Francis Ngare,KEN,,1,Bregenz (AUT),05 OCT 2014,Men,Marathon
2410,2:11:42,Jerzy Skarżyński,POL,13 JAN 1956,3,Debno (POL),06 APR 1986,Men,Marathon
2410,2:11:42,Habtemariam Temesgen,ETH,1990,7,Köln (GER),13 OCT 2013,Men,Marathon
2410,2:11:42,Solomon Kipkoech Rotich,KEN,1980,6,Roma (ITA),26 MAR 2006,Men,Marathon
2412,2:34:43,Hisaka Tanaka,JPN,06 APR 1975,2,Ageo (JPN),04 FEB 2001,Women,Marathon
2412,2:34:43,Shuixian Mu,CHN,10 OCT 1984,7,Xiamen (CHN),26 MAR 2005,Women,Marathon
2412,2:34:43,Karima Saleh Jassem,BRN,18 FEB 1988,6,Valencia (ESP),16 NOV 2014,Women,Marathon
2412,2:34:43,Elizabeth Allott,GBR,09 FEB 1977,2,Lisboa (POR),02 DEC 2001,Women,Marathon
2412,2:34:43,Ewa Jagielska,POL,25 OCT 1982,1,Warszawa (POL),24 SEP 2023,Women,Marathon
2412,2:34:43,Jaisha Orchatteri,IND,23 MAY 1983,18,"National Stadium, Beijing (CHN)",30 AUG 2015,Women,Marathon
2412,2:34:43,Jiali Wang,CHN,12 MAY 2001,11,Beijing (CHN),29 OCT 2023,Women,Marathon
2412,2:34:43,Caitlin Phillips,USA,13 JUL 1982,16,Berlin (GER),29 SEP 2019,Women,Marathon
2412,2:34:43,Genoveva Eichenmann,SUI,12 SEP 1957,2,Zürich (SUI),24 APR 1988,Women,Marathon
2421,2:34:44,Susanna Beck,USA,01 MAY 1968,8,St. Louis (USA),03 APR 2004,Women,Marathon
2421,2:34:44,Yongmei Wang,CHN,03 OCT 1968,21,Tianjin (CHN),04 APR 1993,Women,Marathon
2421,2:34:44,Rholex Jelimo,KEN,15 OCT 1988,4,Padova (ITA),21 APR 2024,Women,Marathon
2421,2:34:44,Zhanna Malkova,RUS,27 OCT 1967,1,Lyon (FRA),23 SEP 2001,Women,Marathon
2421,2:34:44,Wioletta Uryga,POL,18 OCT 1968,14,Nagoya (JPN),09 MAR 2003,Women,Marathon
2421,2:34:44,Francesca Zanusso,ITA,25 OCT 1975,3,Carpi (ITA),15 OCT 2000,Women,Marathon
2421,2:34:44,Dorte Vibjerg,DEN,28 OCT 1973,17,Frankfurt (GER),30 OCT 2011,Women,Marathon
2421,2:34:44,Kotomi Takayama,JPN,18 FEB 1993,8,Tokyo (JPN),26 FEB 2017,Women,Marathon
2421,2:34:44,Hanna Vandenbussche,BEL,03 JUL 1987,13,Berlin (GER),26 SEP 2021,Women,Marathon
2421,2:34:44,Caroline Pomerleau,CAN,28 APR 1995,10,Toronto (CAN),15 OCT 2023,Women,Marathon
2421,2:34:44,Tina Connelly,CAN,16 AUG 1970,2,"Sacramento, CA (USA)",05 DEC 1999,Women,Marathon
2421,2:34:44,Anastasya Slepneva,RUS,11 JUL 1989,2,Perm (RUS),09 SEP 2018,Women,Marathon
2426,2:11:43,Sam Ngatia,KEN,05 AUG 1959,2,"Houston, TX (USA)",06 JAN 1985,Men,Marathon
2426,2:11:43,Sibusiso Nzima,RSA,23 NOV 1986,4,Sevilla (ESP),21 FEB 2016,Men,Marathon
2426,2:11:43,Richard Kiprotich Soibei,UGA,28 DEC 1985,3,Zhengzhou (CHN),27 MAR 2011,Men,Marathon
2426,2:11:43,Matthew Birir,KEN,05 JUL 1972,3,Bruxelles (BEL),10 OCT 2004,Men,Marathon
2426,2:11:43,He Li,CHN,03 MAR 1984,11,Beijing (CHN),14 OCT 2001,Men,Marathon
2426,2:11:43,Jong-Su Kim,PRK,09 APR 1970,2,Pyongyang (PRK),10 MAR 1996,Men,Marathon
2426,2:11:43,Driss Dacha,MAR,29 DEC 1962,2,Berlin (GER),26 SEP 1993,Men,Marathon
2426,2:11:43,Gerard Barrett,AUS,31 DEC 1956,1,Adelaide (AUS),06 APR 1980,Men,Marathon
2426,2:11:43,Bogumił Kuś,POL,10 JUN 1957,7,London (GBR),21 APR 1985,Men,Marathon
2426,2:11:43,Yuhi Akiyama,JPN,02 MAY 1994,56,Otsu (JPN),28 FEB 2021,Men,Marathon
2426,2:11:43,Pete Pfitzinger,USA,29 AUG 1957,1,"Niagara Falls, NY (USA)",26 MAY 1984,Men,Marathon
2426,2:11:43,Jimmy Ashworth,GBR,08 APR 1957,1,Berlin (GER),29 SEP 1985,Men,Marathon
2426,2:11:43,Daniele D'Onofrio,ITA,08 OCT 1993,34,Sevilla (ESP),20 FEB 2022,Men,Marathon
2426,2:11:43,Khaled Kamel Khaled,BRN,10 OCT 1982,4,Düsseldorf (GER),04 MAY 2008,Men,Marathon
2426,2:11:43,Keisuke Yokota,JPN,18 JUL 1996,41,Osaka (JPN),26 FEB 2023,Men,Marathon
2426,2:11:43,Katsutoshi Monoe,JPN,30 JUL 1996,1,Fukui (JPN),31 MAR 2024,Men,Marathon
2426,2:11:43,Yuki Oshikawa,JPN,02 JUN 1990,24,Osaka (JPN),27 FEB 2022,Men,Marathon
2426,2:11:43,Kevin Ryan,NZL,22 JUL 1949,6,"Boston, MA (USA)",17 APR 1978,Men,Marathon
2433,2:34:45,Anya Culling,GBR,24 NOV 1998,8,København (DEN),14 MAY 2023,Women,Marathon
2433,2:34:45,Rochelle Rodgers,AUS,25 APR 1987,1,Shizuoka (JPN),24 FEB 2019,Women,Marathon
2433,2:34:45,Hilary Dionne,USA,22 AUG 1985,19,Berlin (GER),27 SEP 2015,Women,Marathon
2433,2:34:45,Kaho Tanaka,JPN,24 JUN 1991,5,Sapporo (JPN),27 AUG 2017,Women,Marathon
2433,2:34:45,Birhan Dagne,GBR,08 APR 1978,2,London (GBR),18 APR 2004,Women,Marathon
2433,2:34:45,Midori Shimozono,JPN,25 APR 1974,20,Nagoya (JPN),09 MAR 1997,Women,Marathon
2433,2:34:45,Verónica Pérez,ESP,09 NOV 1979,1,San Sebastián (ESP),30 NOV 2014,Women,Marathon
2440,2:34:46,Tomomi Sawahata,JPN,03 FEB 1993,27,Nagoya (JPN),13 MAR 2022,Women,Marathon
2440,2:34:46,Rachel Hyland,USA,13 JAN 1987,15,"Houston, TX (USA)",16 JAN 2022,Women,Marathon
2440,2:34:46,Tirualem Bekele Worke,ETH,1982,4,Reims (FRA),17 OCT 2010,Women,Marathon
2440,2:34:46,Hye-Young Kim,KOR,17 NOV 1973,2,Chuncheon (KOR),26 OCT 1997,Women,Marathon
2440,2:34:46,Lorraine Hochella-Masouka,USA,08 OCT 1963,1,"Duluth, MN (USA)",19 JUN 1993,Women,Marathon
2440,2:34:46,Ann Alyanak,USA,16 SEP 1978,7,"Boston, MA (USA)",20 APR 2008,Women,Marathon
2440,2:34:46,Xiaohuan Liu,CHN,,7,Beijing (CHN),17 OCT 2004,Women,Marathon
2444,2:11:44,Urige Dadi Bedane,ETH,,3,Brescia (ITA),15 MAR 2009,Men,Marathon
2444,2:11:44,Gabashane Rakabaele,LES,03 SEP 1948,1,Port Elizabeth (RSA),01 MAY 1982,Men,Marathon
2444,2:11:44,Eliud Magut,KEN,18 DEC 1986,1,Metz (FRA),09 OCT 2016,Men,Marathon
2444,2:11:44,Francisco Bautista,MEX,17 SEP 1972,4,Torreón (MEX),07 MAR 2004,Men,Marathon
2444,2:11:44,Samson Ngolebus,KEN,1970,3,Hamburg (GER),19 APR 1998,Men,Marathon
2444,2:11:44,Belete Mekonen Gezu,ETH,1985,9,Marrakech (MAR),29 JAN 2012,Men,Marathon
2444,2:11:44,Bethuel Netshifhefhe,RSA,16 MAR 1972,3,Cape Town (RSA),04 MAR 2000,Men,Marathon
2444,2:11:44,Kenichiro Setoguchi,JPN,12 DEC 1980,6,Otsu (JPN),07 MAR 2010,Men,Marathon
2444,2:11:44,Jim Dingwall,GBR,30 MAY 1949,5,London (GBR),17 APR 1983,Men,Marathon
2444,2:11:44,Andrey Gordeyev,BLR,07 AUG 1973,1,Hannover (GER),06 MAY 2001,Men,Marathon
2444,2:11:44,Enock Kipkemboi,KEN,24 DEC 2000,1,Huai'an (CHN),21 APR 2024,Men,Marathon
2444,2:11:44,Joseph Cheromei,KEN,21 APR 1966,5,Praha (CZE),25 MAY 1997,Men,Marathon
2444,2:11:44,Adrian Lehmann,SUI,06 DEC 1989,3,Zürich (SUI),23 APR 2023,Men,Marathon
2444,2:11:44,Wilkerson Given,USA,14 APR 1991,18,"Chicago, IL (USA)",13 OCT 2019,Men,Marathon
2444,2:11:44,Ibrahim Hussein,KEN,03 JUN 1958,1,"Honolulu, HI (USA)",07 DEC 1986,Men,Marathon
2444,2:11:44,Mitku Soboka Tulu,ETH,1988,3,Sevilla (ESP),13 FEB 2011,Men,Marathon
2447,2:34:47,Ayalinesh Belete,ETH,,5,Zheng-Kai (CHN),31 MAR 2024,Women,Marathon
2447,2:34:47,Roman Mengistu,ETH,1995,1,Yichang (CHN),30 APR 2023,Women,Marathon
2447,2:34:47,Sarah Cummings,USA,03 JAN 1989,10,"Chicago, IL (USA)",12 OCT 2014,Women,Marathon
2450,2:34:48,Momoko Yao,JPN,23 SEP 2000,16,Osaka (JPN),29 JAN 2023,Women,Marathon
2450,2:34:48,Xu Si,CHN,06 MAR 1987,5,Shanghai (CHN),26 NOV 2006,Women,Marathon
2452,2:34:49,Birgit Bringslid,SWE,06 DEC 1945,8,Berlin (GER),29 SEP 1991,Women,Marathon
2452,2:34:49,Nao Otani,JPN,11 OCT 1971,9,Nagoya (JPN),12 MAR 1995,Women,Marathon
2452,2:34:49,Fridah Domongole,KEN,15 JAN 1984,2,Padova (ITA),22 APR 2012,Women,Marathon
2452,2:34:49,Monica Joyce,IRL,16 JUL 1958,3,"Sacramento, CA (USA)",02 DEC 1984,Women,Marathon
2456,2:34:50,Yukie Tamura,JPN,25 FEB 1970,12,Osaka (JPN),30 JAN 1994,Women,Marathon
2456,2:34:50,Natalya Kravets-Kulesh,BLR,25 MAY 1978,1,Košice (SVK),07 OCT 2007,Women,Marathon
2456,2:34:50,Michelle Lilienthal,USA,15 APR 1982,4,St. Paul (USA),06 OCT 2013,Women,Marathon
2456,2:34:50,Debbie Mueller,USA,14 JUN 1959,1,St. Paul (USA),30 SEP 1984,Women,Marathon
2460,2:11:45,Benjamin Rotich,KEN,1973,3,Frankfurt (GER),31 OCT 2004,Men,Marathon
2460,2:11:45,Meshack Kosgei Kirwa,KEN,06 NOV 1974,5,Nairobi (KEN),25 OCT 2009,Men,Marathon
2460,2:11:45,Eliud Kurgat,KEN,20 MAR 1976,3,Torino (ITA),24 SEP 2006,Men,Marathon
2460,2:34:51,Natosha Rogers,USA,07 MAY 1991,28,"Orlando, FL (USA)",03 FEB 2024,Women,Marathon
2460,2:11:45,Sufa Chala,ETH,1987,1,Gunsan (KOR),10 APR 2016,Men,Marathon
2460,2:34:51,Mai Nagaoka,JPN,10 MAY 1993,21,Nagoya (JPN),08 MAR 2020,Women,Marathon
2460,2:34:51,Nancy Arusei,KEN,1986,3,Athina (GRE),12 NOV 2017,Women,Marathon
2460,2:34:51,Hiroi Kazama,JPN,23 AUG 1971,2,Ageo (JPN),01 FEB 1998,Women,Marathon
2460,2:11:45,Masami Soeta,JPN,29 MAR 1977,12,Beijing (CHN),14 OCT 2001,Men,Marathon
2460,2:34:51,Anne-Marie Comeau,CAN,01 JUN 1996,11,Toronto (CAN),15 OCT 2023,Women,Marathon
2460,2:11:45,Moses Too,KEN,08 NOV 1982,2,Mersin (TUR),03 DEC 2017,Men,Marathon
2460,2:11:45,Stephen Kipchirchir Kiplagat,KEN,20 JUL 1990,3,Linz (AUT),15 APR 2018,Men,Marathon
2460,2:11:45,Giuseppe Cindolo,ITA,05 AUG 1945,4,Fukuoka (JPN),07 DEC 1975,Men,Marathon
2460,2:11:45,Samuel Chemweno Kemboi,KEN,1978,3,Roma (ITA),28 MAR 2004,Men,Marathon
2460,2:11:45,Benson Lokorwa,KEN,05 MAY 1971,2,Köln (GER),11 OCT 1998,Men,Marathon
2460,2:11:45,Tekeye Gebrselassie,NED,16 OCT 1970,3,Eindhoven (NED),09 OCT 1994,Men,Marathon
2460,2:11:45,Mark Curp,USA,05 JAN 1959,3,St. Paul (USA),11 OCT 1987,Men,Marathon
2460,2:11:45,Mathew Kiptoo,KEN,12 JUL 1988,3,Dalian (CHN),12 MAY 2019,Men,Marathon
2460,2:11:45,Abdu Endris,ETH,07 AUG 1996,35,Sevilla (ESP),20 FEB 2022,Men,Marathon
2460,2:11:45,Dawit Tefera,ETH,1977,3,Xiamen (CHN),27 MAR 2004,Men,Marathon
2460,2:11:45,Pharis Kimani,KEN,11 JAN 1984,4,Málaga (ESP),15 DEC 2019,Men,Marathon
2460,2:11:45,Joshua Kipkemboi,KEN,22 FEB 1959,2,St. Paul (USA),29 SEP 2002,Men,Marathon
2465,2:34:52,Mercy Jelimo Too,KEN,1982,3,Sevilla (ESP),22 FEB 2015,Women,Marathon
2465,2:34:52,Krishna Stanton,AUS,18 MAY 1966,2,Manchester (GBR),28 JUL 2002,Women,Marathon
2465,2:34:52,Olga Kravtsova,BLR,25 JUL 1981,12,Osaka (JPN),31 JAN 2010,Women,Marathon
2465,2:34:52,Fadime Çelik,TUR,25 OCT 1986,2,Trabzon (TUR),21 FEB 2021,Women,Marathon
2465,2:34:52,Tirza Van Der Wolf,NED,26 MAY 1994,5,Rotterdam (NED),24 OCT 2021,Women,Marathon
2465,2:34:52,Linda Zeman,USA,14 NOV 1960,1,"Houston, TX (USA)",17 JAN 1988,Women,Marathon
2471,2:34:53,Nina Kolyaseva,RUS,04 JUL 1975,1,Warszawa (POL),18 SEP 2005,Women,Marathon
2471,2:34:53,Bahar Doğan,TUR,02 SEP 1974,4,Düsseldorf (GER),08 MAY 2011,Women,Marathon
2471,2:34:53,Marci Klimek,USA,28 SEP 1987,10,"Chicago, IL (USA)",07 OCT 2018,Women,Marathon
2474,2:34:54,Jill Gaitenby,USA,21 JAN 1967,33,"Stade de France, Paris-St-Denis (FRA)",31 AUG 2003,Women,Marathon
2474,2:34:54,Merine Gezahegn,ETH,1995,2,Toulouse (FRA),20 OCT 2019,Women,Marathon
